Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030
2025-12-04,$685.30,$683.86,$683.04,$684.23,0.22%,Medium,Bear,Below VWAP,0.67,CALL,$683.86,$683.04,$-0.81,-0.12%,LOSS,$684.23,$+0.37,+0.05%,WIN
2025-12-03,$680.57,$680.88,$680.87,$682.64,-0.13%,Small,Bull,Above VWAP,0.55,SKIP,$680.88,$680.87,$-0.01,-0.00%,N/A,$682.64,$+1.75,+0.26%,N/A
2025-12-02,$681.92,$682.41,$682.33,$682.71,0.24%,Medium,Bull,Above VWAP,0.62,PUT,$682.41,$682.33,$+0.08,+0.01%,WIN,$682.71,$-0.30,-0.04%,LOSS
2025-12-01,$678.81,$679.25,$681.45,$680.13,-0.47%,Medium,Bull,Below VWAP,0.00,CALL,$679.25,$681.45,$+2.20,+0.32%,WIN,$680.13,$+0.88,+0.13%,WIN
2025-11-28,$680.86,$681.27,$681.23,$682.15,0.18%,Small,Bull,Above VWAP,0.55,SKIP,$681.27,$681.23,$-0.04,-0.01%,N/A,$682.15,$+0.88,+0.13%,N/A
2025-11-26,$677.63,$678.79,$677.31,$678.60,0.39%,Medium,Bull,Above VWAP,0.62,PUT,$678.79,$677.31,$+1.48,+0.22%,WIN,$678.60,$+0.19,+0.03%,WIN
2025-11-25,$668.63,$667.38,$668.87,$670.42,-0.03%,Small,Bear,Below VWAP,0.58,CALL,$667.38,$668.87,$+1.49,+0.22%,WIN,$670.42,$+3.04,+0.45%,WIN
2025-11-24,$662.69,$662.89,$664.04,$666.78,0.55%,Large,Bull,Below VWAP,0.00,CALL,$662.89,$664.04,$+1.15,+0.17%,WIN,$666.78,$+3.89,+0.59%,WIN
2025-11-21,$655.05,$654.34,$654.52,$652.85,0.39%,Medium,Bear,Below VWAP,0.67,CALL,$654.34,$654.52,$+0.18,+0.03%,WIN,$652.85,$-1.49,-0.23%,LOSS
2025-11-20,$672.91,$673.64,$674.91,$675.23,1.55%,Large,Bull,Above VWAP,0.12,CALL,$673.64,$674.91,$+1.27,+0.19%,WIN,$675.23,$+1.60,+0.24%,WIN
2025-11-19,$660.78,$663.02,$665.67,$665.52,0.10%,Small,Bull,Above VWAP,0.55,SKIP,$663.02,$665.67,$+2.65,+0.40%,N/A,$665.52,$+2.51,+0.38%,N/A
2025-11-18,$662.09,$661.85,$658.65,$658.24,-0.54%,Large,Bear,Below VWAP,0.50,SKIP,$661.85,$658.65,$-3.20,-0.48%,N/A,$658.24,$-3.61,-0.55%,N/A
2025-11-17,$669.00,$671.98,$672.76,$671.70,-0.44%,Medium,Bull,Above VWAP,0.62,PUT,$671.98,$672.76,$-0.78,-0.12%,LOSS,$671.70,$+0.28,+0.04%,WIN
2025-11-14,$665.38,$666.72,$668.69,$671.07,-0.99%,Large,Bull,Above VWAP,0.12,CALL,$666.72,$668.69,$+1.97,+0.30%,WIN,$671.07,$+4.35,+0.65%,WIN
2025-11-13,$680.50,$677.77,$678.80,$677.25,-0.41%,Medium,Bear,Below VWAP,0.67,CALL,$677.77,$678.80,$+1.03,+0.15%,WIN,$677.25,$-0.52,-0.08%,LOSS
2025-11-12,$684.79,$684.16,$683.73,$682.84,0.28%,Medium,Bear,Below VWAP,0.67,CALL,$684.16,$683.73,$-0.42,-0.06%,LOSS,$682.84,$-1.32,-0.19%,LOSS
2025-11-11,$679.95,$680.05,$680.70,$679.42,-0.20%,Medium,Bull,Below VWAP,0.00,CALL,$680.05,$680.70,$+0.65,+0.10%,WIN,$679.42,$-0.63,-0.09%,LOSS
2025-11-10,$677.23,$678.77,$678.54,$677.76,0.94%,Large,Bull,Above VWAP,0.12,CALL,$678.77,$678.54,$-0.23,-0.03%,LOSS,$677.76,$-1.02,-0.15%,LOSS
2025-11-07,$667.91,$665.43,$666.25,$664.24,-0.35%,Medium,Bear,Below VWAP,0.67,CALL,$665.43,$666.25,$+0.82,+0.12%,WIN,$664.24,$-1.19,-0.18%,LOSS
2025-11-06,$676.47,$675.98,$674.14,$671.14,-0.15%,Small,Bear,Below VWAP,0.58,CALL,$675.98,$674.14,$-1.84,-0.27%,LOSS,$671.14,$-4.84,-0.72%,LOSS
2025-11-05,$674.98,$674.46,$677.28,$677.78,-0.05%,Small,Bear,Below VWAP,0.58,CALL,$674.46,$677.28,$+2.82,+0.42%,WIN,$677.78,$+3.32,+0.49%,WIN
2025-11-04,$676.11,$676.99,$678.70,$679.44,-1.06%,Large,Bull,Above VWAP,0.12,CALL,$676.99,$678.70,$+1.71,+0.25%,WIN,$679.44,$+2.45,+0.36%,WIN
2025-11-03,$685.67,$683.17,$682.53,$681.94,0.54%,Large,Bear,Below VWAP,0.50,SKIP,$683.17,$682.53,$-0.64,-0.09%,N/A,$681.94,$-1.23,-0.18%,N/A
2025-10-31,$685.04,$683.29,$683.47,$684.36,0.75%,Large,Bear,Below VWAP,0.50,SKIP,$683.29,$683.47,$+0.17,+0.03%,N/A,$684.36,$+1.07,+0.16%,N/A
2025-10-30,$683.90,$682.43,$685.01,$685.24,-0.49%,Medium,Bear,Below VWAP,0.67,CALL,$682.43,$685.01,$+2.58,+0.38%,WIN,$685.24,$+2.81,+0.41%,WIN
2025-10-29,$688.72,$689.23,$689.57,$688.28,0.25%,Medium,Bull,Above VWAP,0.62,PUT,$689.23,$689.57,$-0.34,-0.05%,LOSS,$688.28,$+0.95,+0.14%,WIN
2025-10-28,$687.05,$685.98,$685.62,$685.89,0.27%,Medium,Bear,Below VWAP,0.67,CALL,$685.98,$685.62,$-0.36,-0.05%,LOSS,$685.89,$-0.09,-0.01%,LOSS
2025-10-27,$682.73,$682.75,$683.08,$683.32,0.83%,Large,Bull,Above VWAP,0.12,CALL,$682.75,$683.08,$+0.33,+0.05%,WIN,$683.32,$+0.57,+0.08%,WIN
2025-10-24,$676.46,$677.34,$677.29,$677.55,0.72%,Large,Bull,Above VWAP,0.12,CALL,$677.34,$677.29,$-0.05,-0.01%,LOSS,$677.55,$+0.21,+0.03%,WIN
2025-10-23,$668.12,$669.53,$669.96,$669.81,0.05%,Small,Bull,Above VWAP,0.55,SKIP,$669.53,$669.96,$+0.43,+0.06%,N/A,$669.81,$+0.28,+0.04%,N/A
2025-10-22,$672.00,$671.79,$671.27,$668.56,0.11%,Small,Bear,Above VWAP,0.00,PUT,$671.79,$671.27,$+0.52,+0.08%,WIN,$668.56,$+3.23,+0.48%,WIN
2025-10-21,$671.44,$671.15,$670.57,$671.30,0.03%,Small,Bear,Below VWAP,0.58,CALL,$671.15,$670.57,$-0.58,-0.09%,LOSS,$671.30,$+0.15,+0.02%,WIN
2025-10-20,$667.32,$668.69,$668.74,$670.84,0.45%,Medium,Bull,Above VWAP,0.62,PUT,$668.69,$668.74,$-0.05,-0.01%,LOSS,$670.84,$-2.15,-0.32%,LOSS
2025-10-17,$659.50,$658.65,$660.68,$660.36,-0.18%,Small,Bear,Below VWAP,0.58,CALL,$658.65,$660.68,$+2.03,+0.31%,WIN,$660.36,$+1.71,+0.26%,WIN
2025-10-16,$666.82,$667.29,$666.64,$668.47,0.26%,Medium,Bull,Above VWAP,0.62,PUT,$667.29,$666.64,$+0.65,+0.10%,WIN,$668.47,$-1.18,-0.18%,LOSS
2025-10-15,$666.82,$667.19,$668.31,$669.16,0.70%,Large,Bull,Above VWAP,0.12,CALL,$667.19,$668.31,$+1.12,+0.17%,WIN,$669.16,$+1.97,+0.30%,WIN
2025-10-14,$657.17,$653.76,$656.82,$659.80,-0.89%,Large,Bear,Below VWAP,0.50,SKIP,$653.76,$656.82,$+3.06,+0.47%,N/A,$659.80,$+6.04,+0.92%,N/A
2025-10-13,$660.65,$661.09,$662.88,$661.52,1.15%,Large,Bull,Above VWAP,0.12,CALL,$661.09,$662.88,$+1.79,+0.27%,WIN,$661.52,$+0.43,+0.07%,WIN
2025-10-10,$672.13,$673.56,$673.01,$672.55,0.14%,Small,Bull,Above VWAP,0.55,SKIP,$673.56,$673.01,$-0.55,-0.08%,N/A,$672.55,$-1.01,-0.15%,N/A
2025-10-09,$673.53,$672.72,$671.91,$670.27,0.07%,Small,Bear,Below VWAP,0.58,CALL,$672.72,$671.91,$-0.80,-0.12%,LOSS,$670.27,$-2.45,-0.36%,LOSS
2025-10-08,$670.25,$669.73,$670.28,$671.71,0.17%,Small,Bear,Below VWAP,0.58,CALL,$669.73,$670.28,$+0.55,+0.08%,WIN,$671.71,$+1.98,+0.30%,WIN
2025-10-07,$672.54,$672.61,$672.23,$671.04,-2.11%,Large,Bull,Above VWAP,0.12,CALL,$672.61,$672.23,$-0.38,-0.06%,LOSS,$671.04,$-1.57,-0.23%,LOSS
